carat,cut,color,clarity,depth,table,price,x,y,z
1.42,Very Good,G,VS1,62.7,55,11452,7.11,7.17,4.48
0.3,Ideal,G,VS1,62.4,57,624,4.3,4.32,2.69
0.55,Very Good,E,SI2,59.6,57,1145,5.34,5.39,3.2
0.63,Ideal,E,VS2,62.1,56,2205,5.49,5.52,3.42
1.21,Good,I,SI1,62.7,59,5252,6.63,6.71,4.18
0.56,Very Good,H,SI2,62,63,956,5.26,5.21,3.27
0.82,Premium,H,SI1,59.9,57,2721,6.11,6.07,3.65
1.2,Ideal,H,SI1,62.9,57,5510,6.79,6.76,4.26
2.01,Ideal,E,SI2,62.1,57,13387,8,7.88,4.93
1.21,Premium,J,SI1,59.9,60,4770,6.89,6.86,4.12
0.36,Premium,F,VS2,62,59,629,4.51,4.56,2.81
0.33,Ideal,F,VVS1,61.8,55,1141,4.44,4.46,2.75
0.53,Very Good,I,VS1,61.6,56.7,1286,5.18,5.21,3.2
0.92,Very Good,D,SI1,62,58,5086,6.18,6.21,3.84
1.22,Ideal,F,VS1,62.6,55,9756,6.86,6.82,4.28
2.28,Premium,H,SI2,62.5,58,15413,8.39,8.33,5.23
1.73,Very Good,I,SI2,62,58,9292,7.6,7.69,4.74
0.3,Very Good,J,VS1,61.1,61,427,4.33,4.38,2.66
1.2,Very Good,I,SI1,62.6,59,5522,6.75,6.71,4.21
0.5,Very Good,F,VS2,63.4,57,1345,5.01,4.96,3.16
0.4,Ideal,G,IF,61.2,56,1199,4.74,4.77,2.91
0.27,Very Good,G,VVS2,61,56,504,4.19,4.22,2.56
0.51,Good,G,SI2,63.6,54,1129,5.08,5.05,3.22
1.24,Ideal,F,VS2,61.6,54,9569,6.95,6.91,4.27
1.51,Very Good,G,SI1,63.3,60,10116,7.2,7.24,4.57
1.22,Premium,F,VS2,62,58,8733,6.89,6.86,4.26
0.64,Ideal,H,IF,60.5,57,2420,5.58,5.62,3.39
1.52,Good,G,SI2,63,61,8280,7.25,7.28,4.58
0.9,Premium,E,SI1,62.3,56,4502,6.21,6.14,3.85
0.7,Premium,F,VS2,63,61,2648,5.64,5.59,3.54
0.31,Ideal,G,VVS1,62.6,53,789,4.37,4.38,2.74
0.7,Fair,G,VS2,57.3,63,2273,5.78,5.84,3.33
0.41,Ideal,G,VVS1,61.8,55,1230,4.78,4.76,2.95
0.53,Ideal,G,VS1,62.2,55,1692,5.18,5.21,3.23
0.36,Premium,F,VS2,60.5,60,932,4.61,4.55,2.77
1.4,Premium,G,SI1,62.5,58,8511,7.12,7.06,4.43
0.32,Ideal,E,VVS2,61.6,57,1080,4.43,4.4,2.72
0.38,Premium,G,VS1,61.9,58,833,4.62,4.66,2.87
0.38,Premium,F,SI1,62.7,58,898,4.62,4.6,2.89
0.54,Ideal,E,VS2,61.8,55,1567,5.22,5.26,3.24
0.4,Very Good,G,VS1,61.5,57,871,4.73,4.77,2.92
0.9,Very Good,F,SI1,61.6,56,3724,6.14,6.2,3.8
0.35,Premium,E,VS2,61.6,58,767,4.52,4.57,2.8
0.43,Ideal,G,VVS2,61.4,55,1129,4.88,4.83,2.98
0.32,Ideal,G,VS2,61.8,55,720,4.42,4.41,2.73
1.37,Ideal,G,VVS1,62.6,55,12342,7.07,7.12,4.44
0.51,Premium,F,SI1,59.7,59,1406,5.2,5.15,3.09
0.44,Ideal,I,VVS1,61.2,55,1107,4.92,4.95,3.02
1.2,Premium,F,VS2,62.1,54,8796,6.77,6.73,4.19
0.72,Ideal,F,SI2,61.1,59,2466,5.74,5.79,3.52
1.01,Premium,D,SI1,62,60,6066,6.37,6.4,3.96
1.01,Ideal,D,SI2,63,54,4805,6.43,6.39,4.04
1.36,Premium,I,SI2,62.7,58,5856,7.01,7.08,4.42
0.55,Very Good,F,VS2,61.8,57,1676,5.23,5.28,3.25
1.16,Ideal,D,SI2,62.1,54,5793,6.74,6.79,4.2
0.5,Ideal,D,VS2,62.5,54,1752,5.05,5.09,3.17
0.43,Very Good,I,SI2,61.5,54,691,4.86,4.89,3
0.71,Premium,D,SI1,60.5,59,2743,5.81,5.79,3.51
0.36,Premium,G,IF,61,59,1148,4.6,4.55,2.79
1.22,Premium,G,SI1,61.8,58,6777,6.88,6.82,4.23
0.92,Premium,H,SI1,62.2,58,3675,6.19,6.23,3.86
0.41,Premium,J,VS1,60.8,61,830,4.79,4.72,2.89
1.51,Ideal,H,SI1,61.8,55,9336,7.38,7.42,4.57
1.01,Good,G,VS1,57.7,63,6613,6.55,6.65,3.81
0.71,Premium,J,SI1,62.4,61,1690,5.68,5.63,3.53
0.5,Premium,F,VVS2,61.9,58,2160,5.1,5.07,3.15
0.51,Ideal,D,VS2,61.9,56,1882,5.14,5.11,3.17
0.72,Ideal,G,SI1,62,56,2318,5.75,5.71,3.55
1.51,Ideal,H,VS2,62.5,55,10763,7.29,7.34,4.57
1.09,Ideal,D,SI2,62.1,56,5164,6.56,6.59,4.08
1.05,Very Good,G,VS2,61.7,55,5917,6.5,6.56,4.03
1,Premium,E,SI1,60.5,59,5299,6.4,6.45,3.89
0.52,Ideal,G,SI2,61.5,56,1170,5.15,5.19,3.18
1.29,Ideal,F,SI1,61.4,61,7790,7,6.97,4.29
0.57,Good,F,VS1,58.3,61,1741,5.49,5.54,3.21
1.25,Premium,G,SI2,62.8,57,4991,6.86,6.78,4.28
1.2,Premium,H,SI1,61.2,57,6129,6.91,6.78,4.19
0.38,Ideal,G,VS1,61.3,55.8,832,4.65,4.71,2.87
1.52,Ideal,I,IF,62.2,57,10609,7.33,7.27,4.54
0.34,Ideal,D,VS2,62,54,805,4.48,4.52,2.79
1.04,Very Good,F,SI1,59.7,59,5152,6.67,6.56,3.95
1.87,Ideal,J,SI1,62.3,57,10137,7.88,7.82,4.89
0.41,Premium,I,VVS2,59.9,58,827,4.81,4.87,2.9
1.02,Premium,H,SI1,61.9,61,4558,6.42,6.34,3.95
1.53,Ideal,F,SI1,60.3,57,11820,7.52,7.45,4.51
1.57,Ideal,H,VS1,62.2,55,12810,7.44,7.49,4.64
1.06,Ideal,F,I1,61.8,55,3544,6.55,6.58,4.06
0.73,Premium,I,VS1,61.2,59,2393,5.84,5.82,3.57
0.91,Good,H,SI1,63.8,60,3520,6,6.16,3.88
0.53,Ideal,G,VVS2,60.8,57,1955,5.24,5.28,3.2
0.51,Good,D,VVS2,63.1,58,2174,5.07,5.1,3.21
2,Ideal,F,SI2,62.6,57,18172,8.08,8.01,5.04
0.55,Ideal,D,SI2,60.9,57,1363,5.26,5.29,3.21
0.35,Ideal,G,VS2,62.5,53,615,4.53,4.56,2.84
1.52,Ideal,I,IF,62.2,57,10419,7.27,7.33,4.54
1.02,Good,F,VS1,57.9,59,7197,6.64,6.59,3.83
0.74,Good,J,SI1,59.9,64,2058,5.82,5.86,3.5
1.22,Ideal,H,VS1,62.6,56,8167,6.83,6.87,4.29
0.51,Premium,F,VS1,60.9,57,1836,5.27,5.17,3.18
1.6,Ideal,E,SI2,62.7,53.9,10798,7.43,7.49,4.68
1.01,Good,F,SI1,60.5,64,4989,6.48,6.45,3.91
1.11,Premium,I,SI1,60.6,59,4911,6.73,6.66,4.06
2.03,Ideal,J,VS1,62.5,57,14579,8.14,8.08,5.06
4.13,Fair,H,I1,64.8,61,17329,10,9.85,6.43
0.53,Good,G,SI1,63.8,56,1268,5.14,5.18,3.29
0.34,Ideal,I,SI1,60.2,57,589,4.54,4.5,2.72
1.52,Ideal,G,VVS1,62.4,55,15959,7.3,7.39,4.58
0.91,Premium,G,VS2,60.8,56,4357,6.28,6.21,3.8
1.19,Ideal,G,VVS1,61.6,59,10508,6.78,6.79,4.18
1.58,Premium,G,VS1,62.1,59,12530,7.43,7.46,4.62
1.51,Good,D,SI2,62.1,60,9069,7.25,7.3,4.52
0.51,Ideal,D,SI2,61.9,56,1264,5.1,5.15,3.17
1.51,Good,I,SI2,63.6,60,7957,7.27,7.23,4.61
0.3,Ideal,E,VS1,60.8,57,911,4.36,4.33,2.64
0.7,Ideal,F,VS1,62,55,2751,5.74,5.71,3.55
0.7,Very Good,J,VVS2,63.2,55,1968,5.63,5.57,3.54
1.01,Premium,D,SI2,61.5,56,4805,6.46,6.39,3.95
0.4,Ideal,E,VS1,61.7,55,1053,4.73,4.76,2.93
0.38,Ideal,E,VS2,62,56,853,4.62,4.66,2.88
1.03,Ideal,F,VS2,59.1,55,6543,6.6,6.69,3.93
0.42,Ideal,G,VVS1,62,56,1179,4.81,4.84,2.99
0.23,Good,E,VS1,56.9,65,327,4.05,4.07,2.31
1.01,Very Good,F,SI2,61.9,57,4484,6.42,6.35,3.95
0.64,Very Good,E,VS2,63.4,54,2114,5.52,5.49,3.49
0.52,Ideal,G,VVS2,59.8,57,1911,5.24,5.26,3.14
0.6,Premium,E,SI1,61.9,58,1738,5.39,5.43,3.35
0.41,Premium,E,SI2,62.9,58,876,4.75,4.72,2.98
1.02,Premium,G,SI2,62.5,58,4552,6.43,6.4,4.01
0.5,Ideal,D,SI1,60.9,57,1654,5.18,5.14,3.14
1.59,Ideal,I,VS2,61.7,57,10752,7.47,7.52,4.62
1.01,Very Good,H,SI2,60.6,61,3888,6.38,6.45,3.89
0.27,Very Good,E,VVS1,61.5,58,620,4.16,4.23,2.58
1.43,Fair,E,SI2,66,57,6086,7.02,7,4.63
0.3,Ideal,F,VS2,60.4,56,605,4.34,4.37,2.63
1.03,Ideal,F,VS2,61.4,58,6809,6.49,6.51,3.99
0.28,Very Good,E,VS1,58.9,58,487,4.27,4.32,2.53
0.23,Very Good,E,VVS1,61.2,57,478,3.96,3.98,2.43
1.04,Ideal,F,SI1,61.3,56,5882,6.55,6.5,4
1.51,Premium,J,VVS2,62.9,58,8930,7.33,7.21,4.57
0.3,Ideal,D,SI1,61.7,57,524,4.28,4.31,2.65
0.71,Ideal,I,VVS1,61.4,56,2606,5.73,5.76,3.53
0.7,Very Good,E,SI1,62.7,59,2753,5.63,5.67,3.54
0.72,Ideal,F,SI2,61.7,55,2298,5.79,5.75,3.56
1.5,Good,G,SI2,63.7,58,7216,7.15,7.22,4.58
0.42,Ideal,G,VVS1,61.2,57,1235,4.82,4.78,2.94
0.31,Very Good,F,VS2,58.3,61,583,4.44,4.48,2.6
0.33,Premium,E,SI1,60.3,60,743,4.49,4.47,2.7
0.96,Fair,H,I1,69.2,56,1739,5.97,5.83,4.08
1.55,Ideal,G,VS1,62,57,14174,7.37,7.42,4.58
1.02,Premium,H,SI1,59.1,60,4037,6.59,6.54,3.88
1.02,Ideal,H,SI1,59.9,56,5079,6.54,6.51,3.91
1.02,Good,H,SI1,63.9,55,4476,6.37,6.4,4.08
0.25,Premium,E,VVS2,62.5,59,740,4.05,4.02,2.52
1.01,Premium,F,VS2,61.7,58,6416,6.42,6.48,3.98
1.28,Ideal,G,VVS1,62.1,56,11248,6.96,6.93,4.31
0.3,Ideal,F,VS2,60.9,56,605,4.32,4.35,2.64
0.32,Very Good,D,IF,62,56,1171,4.39,4.43,2.73
0.77,Ideal,E,SI1,61.6,57,3189,5.87,5.91,3.63
1.58,Very Good,G,SI2,60,53,9037,7.59,7.64,4.57
0.57,Premium,D,VS2,61.9,58,1944,5.32,5.35,3.3
0.33,Ideal,E,VVS1,61.8,57,1052,4.43,4.4,2.73
0.24,Very Good,H,VVS1,62.3,56,449,3.99,4.02,2.49
0.31,Ideal,I,VS1,61.4,55.2,513,4.32,4.35,2.66
1.2,Premium,E,VS2,63,58,9139,6.75,6.71,4.24
0.54,Good,D,SI1,63.2,55,1551,5.17,5.21,3.28
0.36,Ideal,H,VS2,62.1,55,568,4.57,4.58,2.84
1.12,Ideal,H,VS2,61.8,55,6222,6.7,6.64,4.12
0.39,Ideal,E,SI1,60.6,57,677,4.75,4.79,2.89
0.24,Very Good,E,VVS1,60.3,61,521,4.03,4.06,2.44
1.01,Very Good,F,SI1,63.1,59,5010,6.3,6.37,4
0.32,Premium,G,IF,62,60,954,4.37,4.41,2.72
0.5,Premium,F,VS2,62.4,60,1654,5.08,5.05,3.16
1.16,Ideal,G,IF,62.3,55,10082,6.79,6.73,4.21
1.11,Premium,G,SI2,58.8,59,4692,6.8,6.76,3.99
0.71,Premium,H,VS2,62.8,59,2181,5.68,5.63,3.55
1.02,Very Good,F,SI1,60.7,59,5155,6.49,6.55,3.96
0.31,Ideal,H,VVS1,62.2,54,687,4.34,4.37,2.71
0.4,Ideal,E,VS1,61.2,55,940,4.76,4.79,2.92
0.4,Very Good,D,VS2,64.4,52,915,4.63,4.68,3
2.04,Ideal,H,SI2,62,56,16319,8.18,8.23,5.09
1.13,Ideal,I,VS2,62.3,56,4940,6.63,6.73,4.16
0.66,Very Good,H,VVS1,61.9,59,2323,5.59,5.65,3.48
1.2,Ideal,G,VS2,59.9,61,8321,6.85,6.88,4.11
1.09,Ideal,E,SI1,61.8,55,6849,6.65,6.58,4.09
0.57,Very Good,E,SI1,60.3,57,1608,5.34,5.4,3.24
1.51,Ideal,G,VS1,60.6,57,14375,7.38,7.48,4.5
0.3,Very Good,H,SI1,63.4,58,540,4.29,4.26,2.71
0.31,Ideal,G,SI1,61.2,55,446,4.37,4.39,2.68
0.3,Ideal,F,SI1,60.6,57,609,4.34,4.37,2.64
0.71,Ideal,E,VVS1,61.9,55,4027,5.73,5.77,3.56
0.3,Very Good,D,VS2,62.5,59,710,4.23,4.28,2.66
1.01,Very Good,G,SI2,61.9,55,3852,6.43,6.46,3.99
1.22,Ideal,H,SI1,62.2,54,6727,6.83,6.86,4.26
1.63,Premium,E,VS2,61.8,58,13678,7.57,7.49,4.65
1.5,Premium,G,VS1,62.7,58,14234,7.3,7.25,4.56
0.32,Ideal,I,VS1,61.4,55.3,529,4.39,4.42,2.7
0.7,Very Good,F,SI1,62.6,59,2161,5.64,5.7,3.55
0.7,Ideal,E,VS2,61.9,58,2952,5.7,5.73,3.54
1.83,Very Good,I,VS1,61.9,57,13587,7.85,7.91,4.88
0.32,Premium,I,VVS1,63,58,756,4.38,4.32,2.74
0.41,Premium,E,VS1,60,58,1153,4.83,4.8,2.89
1,Fair,E,SI1,65.8,59,4798,6.07,6.15,4.02
0.3,Ideal,G,VVS2,62.4,55,665,4.32,4.34,2.7
1.14,Premium,H,SI1,63,57,4654,6.7,6.65,4.2
0.72,Ideal,D,VS2,62.1,57,3179,5.69,5.75,3.55
0.31,Ideal,F,SI1,61.7,55,490,4.35,4.37,2.69
0.32,Ideal,I,VS2,62.5,57,576,4.39,4.35,2.73
0.45,Good,E,SI1,63.9,57,1063,4.86,4.81,3.09
0.37,Ideal,F,VS2,61.1,57,746,4.63,4.67,2.84
1,Very Good,F,VVS1,61.1,57,9870,6.36,6.51,3.93
0.34,Ideal,G,VVS1,61.3,55,863,4.54,4.56,2.79
1,Fair,D,SI2,65.6,66,3767,6.1,6.01,3.97
0.71,Ideal,E,VS2,61.8,57,2630,5.7,5.73,3.53
1.19,Ideal,E,SI2,61.9,56,5497,6.8,6.84,4.22
0.33,Ideal,E,VS2,62.1,57,723,4.41,4.44,2.75
1.2,Ideal,D,SI2,60.2,57,6140,6.88,6.93,4.16
0.42,Premium,G,VS1,60.8,59,921,4.79,4.85,2.93
1.34,Very Good,F,VS1,59.7,60,10771,7.17,7.2,4.29
1.96,Very Good,H,SI2,62.7,58,13099,7.86,7.93,4.95
1.26,Premium,D,SI1,59.5,59,7903,7.13,7.06,4.22
0.3,Ideal,E,VS2,61.5,55,658,4.28,4.31,2.64
0.4,Premium,D,SI2,60,58,855,4.84,4.8,2.89
0.83,Ideal,E,SI1,61.6,56,3775,6.03,6.05,3.72
1.12,Premium,G,VVS2,62.6,59,8721,6.61,6.58,4.13
0.46,Ideal,F,SI2,61.4,56,881,4.97,5,3.06
2.02,Fair,H,VS2,64.5,57,18565,8,7.95,5.14
1,Premium,J,VS2,60.3,58,3790,6.49,6.44,3.9
1.04,Ideal,G,VVS1,62.5,55,8120,6.45,6.54,4.06
0.31,Very Good,G,VVS2,63.3,57,907,4.31,4.28,2.72
1.04,Ideal,G,VS2,62,57,6458,6.5,6.49,4.03
1.09,Premium,G,VS2,62.1,57,5098,6.6,6.55,4.08
0.71,Very Good,E,VS2,63.7,58,2922,5.6,5.64,3.58
0.32,Ideal,E,VS2,61.9,56,900,4.4,4.36,2.71
0.55,Premium,E,VS2,61.4,57,1881,5.29,5.27,3.24
1.53,Ideal,I,SI2,61.9,58,8637,7.39,7.34,4.56
0.51,Premium,E,VS2,62.5,59,1656,5.06,5.11,3.18
1.29,Very Good,H,SI2,63.8,57,5601,6.8,6.87,4.36
0.4,Ideal,D,SI1,61.3,57,726,4.74,4.79,2.92
0.9,Very Good,F,SI2,60.3,57,3519,6.27,6.34,3.8
0.27,Ideal,H,VVS2,62.1,57,623,4.15,4.1,2.56
1.4,Ideal,G,VS2,62.1,55,10427,7.12,7.05,4.4
0.78,Very Good,E,SI1,63.4,56,2565,5.84,5.9,3.72
1.5,Premium,I,SI1,61.8,58,8580,7.26,7.3,4.5
0.56,Ideal,D,VS2,61.2,56,1963,5.3,5.35,3.26
0.62,Very Good,G,VS1,60.1,58,2161,5.52,5.54,3.32
0.9,Premium,I,VS2,62.4,58,3539,6.16,6.22,3.86
0.41,Very Good,E,SI2,63.4,58,818,4.75,4.71,3
0.52,Very Good,E,SI2,62.6,58,1190,5.11,5.14,3.21
0.3,Ideal,D,VS1,61.2,59,742,4.29,4.31,2.63
0.76,Premium,G,VS1,59.6,57,2937,6.01,5.91,3.55
1,Good,G,VS1,63.6,59,6465,6.34,6.3,4.02
0.81,Ideal,G,IF,62.4,54,4751,5.93,5.99,3.72
0.75,Premium,H,VS2,62.8,56,2553,5.8,5.76,3.63
0.36,Very Good,H,SI1,63,55,505,4.51,4.54,2.85
0.41,Ideal,E,VVS2,61.4,56,1187,4.77,4.81,2.94
0.71,Ideal,G,VVS2,60.7,57,2843,5.81,5.78,3.52
1.16,Fair,H,SI1,65.8,58,5411,6.54,6.46,4.28
0.25,Very Good,D,VVS2,63,56,512,3.98,4.02,2.52
0.5,Very Good,D,VS2,61.2,55,1682,5.07,5.12,3.12
1.61,Good,E,SI2,60.9,62,10793,7.46,7.57,4.58
1.55,Very Good,I,VS1,59,58,10711,7.56,7.63,4.48
0.92,Very Good,E,SI1,63.2,58,4183,6.18,6.16,3.9
0.7,Premium,F,SI1,62.8,59,2348,5.66,5.59,3.53
1.14,Premium,G,SI1,62.3,59,5650,6.69,6.66,4.16
0.5,Very Good,G,VVS1,59.6,63,1887,5.11,5.16,3.06
0.34,Premium,E,SI1,61.8,58,596,4.47,4.5,2.77
0.51,Ideal,F,VS2,62.5,53,1431,5.12,5.15,3.21
1.02,Premium,E,VS2,61.6,60,6580,6.51,6.42,3.98
0.7,Premium,F,VVS2,62.6,59,3136,5.66,5.62,3.53
0.4,Premium,H,VS2,59.1,61,945,4.84,4.81,2.85
0.45,Very Good,D,SI1,61,59,927,4.94,5,3.03
0.32,Ideal,J,VS2,62.2,57,504,4.38,4.36,2.72
0.35,Ideal,G,VVS2,61,57,798,4.54,4.58,2.78
0.55,Ideal,E,VS2,59.3,57,1767,5.43,5.39,3.21
0.91,Very Good,F,SI2,61.2,59,3688,6.2,6.22,3.8
2.2,Ideal,H,VS2,61.7,55,17460,8.41,8.38,5.18
0.33,Ideal,H,SI1,60.9,56,511,4.5,4.53,2.75
0.5,Ideal,E,VS2,61.8,55,1746,5.11,5.06,3.14
0.73,Ideal,D,SI1,61.8,56,3189,5.8,5.76,3.57
0.42,Ideal,G,VVS2,62.1,57,1031,4.77,4.8,2.97
1.56,Premium,G,SI1,58.8,57,10766,7.68,7.62,4.5
1.5,Good,F,SI1,63.4,58,10766,7.16,7.2,4.55
0.36,Ideal,F,VS1,61.9,56,789,4.56,4.59,2.83
0.39,Ideal,F,SI1,62.5,55,921,4.68,4.63,2.91
0.6,Ideal,F,VVS2,63,55,2143,5.39,5.37,3.39
0.37,Ideal,F,SI1,62.4,54,791,4.63,4.6,2.88
0.57,Ideal,J,VS2,62.5,54,1113,5.32,5.34,3.33
2.01,Premium,I,SI1,60.1,59,14558,8.24,8.19,4.94
1.22,Premium,H,VS1,62.5,59,7816,6.85,6.79,4.26
1.02,Premium,F,VS1,60.5,56,7197,6.61,6.52,3.97
1.27,Ideal,F,SI1,61.8,57,5761,6.96,6.89,4.28
0.3,Premium,E,VS2,62,59,844,4.31,4.27,2.66
1.16,Ideal,G,VS2,62.2,55,7600,6.78,6.75,4.21
0.7,Ideal,G,VS2,61.8,54,2593,5.71,5.74,3.54
2.74,Very Good,J,SI2,61.5,62,17164,8.87,8.9,5.46
1.22,Ideal,H,SI2,61,57,5602,6.93,6.88,4.2
0.74,Ideal,D,SI1,61.8,56,3517,5.84,5.88,3.62
1.06,Good,G,VS1,63.4,57,6477,6.45,6.48,4.1
0.71,Ideal,F,VS2,61.2,56,2917,5.77,5.73,3.52
1.02,Ideal,F,VS2,62.6,57,7632,6.4,6.47,4.03
0.5,Very Good,F,VS2,62.7,56,1396,5.04,5.07,3.17
1.01,Ideal,G,VS2,61.4,58,6618,6.47,6.44,3.97
1.14,Ideal,G,SI1,62.2,56,5650,6.69,6.66,4.15
0.43,Ideal,E,SI2,61.9,57,716,4.83,4.86,3
1,Premium,D,VVS2,58.3,61,9274,6.55,6.48,3.8
0.54,Ideal,D,VS2,62.6,57,1892,5.18,5.24,3.26
1,Very Good,H,SI2,59.7,58,4273,6.48,6.55,3.89
0.71,Premium,F,SI2,62.1,60,2275,5.7,5.66,3.53
0.92,Very Good,J,VS2,60.9,62,3146,6.26,6.31,3.83
2.52,Good,G,SI2,63.7,59,17608,8.57,8.52,5.44
1.2,Very Good,I,SI1,63.1,59,5040,6.7,6.67,4.22
1,Premium,G,VS1,60.9,60,6097,6.45,6.42,3.92
0.7,Good,E,SI2,62.2,63,1860,5.65,5.6,3.5
0.59,Very Good,G,SI1,63,57,1412,5.35,5.38,3.38
0.38,Premium,D,VS2,60.9,58,998,4.67,4.63,2.83
1.21,Premium,H,VS2,59.3,60,6849,6.93,6.99,4.13
1.19,Very Good,D,VVS1,59.4,56,15767,6.95,7,4.14
1.23,Ideal,G,VS1,61.4,56,8970,6.91,6.96,4.26
1.01,Ideal,D,SI2,61.6,57,5051,6.32,6.45,3.93
0.46,Ideal,F,VS1,61.7,56,1643,4.93,4.96,3.05
0.33,Ideal,G,IF,62.1,56,1052,4.44,4.41,2.75
0.44,Good,G,IF,58.5,61,1407,4.99,5.03,2.93
0.56,Ideal,E,VS1,61.3,55,2032,5.32,5.29,3.25
1.01,Ideal,J,SI1,62.9,56,3818,6.4,6.35,4.01
1.11,Ideal,G,VS1,61.5,58,7639,6.7,6.66,4.11
0.76,Premium,D,VS1,60.6,58,3894,5.95,5.89,3.59
0.53,Ideal,H,VVS2,61.8,56,1674,5.2,5.22,3.22
0.57,Very Good,F,SI1,62.6,58,1403,5.28,5.32,3.32
2.01,Ideal,F,SI2,62.9,56,13201,8.05,7.9,5.02
1.2,Premium,E,VVS1,60.2,60,13321,6.84,6.97,4.16
0.32,Premium,J,VS1,60.6,59,540,4.46,4.42,2.69
1.01,Premium,G,SI1,62.7,59,4808,6.41,6.35,4
0.28,Ideal,G,VS1,62.1,55,490,4.22,4.25,2.63
0.32,Very Good,F,VS2,59.7,62,602,4.38,4.43,2.63
0.5,Very Good,F,SI1,62.7,61,1197,5.01,5.07,3.16
0.83,Very Good,H,VS2,61.7,59,3249,5.95,6.02,3.69
1.04,Good,J,VS2,57.4,60,3844,6.76,6.72,3.87
0.42,Good,I,VVS1,59.2,61,867,4.88,4.91,2.9
0.31,Premium,F,VS2,58.3,61,749,4.48,4.44,2.6
0.32,Ideal,G,IF,61.1,57,918,4.41,4.43,2.7
0.35,Premium,F,VS2,61.1,62,906,4.54,4.5,2.76
0.7,Premium,F,VS2,61.1,62,2369,5.69,5.64,3.46
0.71,Premium,E,SI2,62.6,58,2450,5.7,5.67,3.56
0.25,Premium,F,IF,61.1,58,576,4.08,4.1,2.5
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
0.31,Ideal,D,VS2,62.8,54,692,4.32,4.34,2.72
1.06,Ideal,E,SI2,62.2,55,5223,6.51,6.54,4.06
0.32,Very Good,H,VS1,63,57,561,4.37,4.39,2.76
0.31,Ideal,D,SI1,61.7,56,541,4.35,4.37,2.69
0.52,Very Good,F,VS1,61.7,56,1778,5.14,5.17,3.18
2.18,Very Good,I,SI2,58.9,60,15684,8.51,8.55,5.02
0.7,Ideal,G,VS2,62.9,56,2375,5.7,5.65,3.57
1.44,Very Good,D,VS2,63.1,56,10967,7.15,7.12,4.5
0.3,Premium,H,VS2,61.8,60,608,4.31,4.26,2.65
0.66,Ideal,H,SI1,60.9,55,1780,5.63,5.7,3.45
0.3,Very Good,G,VVS1,62.8,55,635,4.28,4.31,2.7
0.3,Premium,I,SI1,61.4,58,506,4.33,4.3,2.65
1.04,Premium,D,IF,60.6,56,15671,6.6,6.54,3.98
0.51,Ideal,D,VS2,61.9,55,1882,5.13,5.11,3.17
2.58,Premium,H,SI2,62.6,57,16195,8.77,8.73,5.48
0.32,Ideal,F,IF,62.2,55,1010,4.38,4.4,2.73
1.01,Premium,E,VS2,62.9,59,6606,6.36,6.3,3.98
1.86,Very Good,H,VVS2,58.6,62,17267,8.07,8.14,4.75
1.14,Fair,G,VS1,57.5,67,6381,0,0,0
0.33,Ideal,H,IF,61.9,55,1114,4.44,4.42,2.74
1.09,Premium,H,VS2,62.6,56,5601,6.62,6.55,4.12
0.53,Premium,J,VS2,62.7,56,1093,5.18,5.15,3.24
1.26,Premium,J,SI1,61.7,58,5114,6.91,6.99,4.29
0.51,Good,G,SI1,63.7,55,1259,5.1,5.07,3.24
0.71,Good,I,SI1,60,64,1651,5.71,5.79,3.45
0.5,Very Good,F,SI1,60,54,1122,5.13,5.2,3.1
0.7,Ideal,H,SI1,62.2,55,2294,5.67,5.71,3.54
0.3,Ideal,G,VS1,60.6,57,624,4.38,4.4,2.66
1.51,Very Good,E,SI2,63.4,59,9513,7.26,7.19,4.58
1.04,Premium,I,SI2,61.6,56,3960,6.56,6.49,4.02
0.32,Ideal,D,VS2,62.3,57,972,4.41,4.39,2.74
0.77,Ideal,D,SI1,62.3,56,3158,5.84,5.87,3.65
2.04,Premium,J,VS1,62.6,58,14660,8.11,8.06,5.06
0.3,Premium,G,VS1,61.8,59,776,4.37,4.34,2.69
0.7,Fair,G,SI1,56.6,61,2120,5.86,5.95,3.34
1.06,Premium,H,VS2,62,58,5783,6.5,6.57,4.05
0.91,Very Good,I,SI2,62.8,61,2832,6.15,6.18,3.87
1.02,Very Good,F,SI2,58.7,63,3875,6.49,6.46,3.8
0.23,Ideal,G,IF,61.8,56,536,3.92,3.94,2.43
0.51,Ideal,F,SI1,60.8,57,1633,5.15,5.18,3.14
0.72,Premium,E,SI1,59.5,59,2732,5.87,5.83,3.48
0.41,Ideal,I,IF,62.6,57,1076,4.78,4.74,2.98
1.05,Ideal,G,VS1,62,56,7063,6.53,6.47,4.03
1.51,Fair,I,SI1,68.3,57,8355,6.95,6.87,4.72
0.7,Very Good,D,VS1,62.9,60,3054,5.62,5.67,3.55
1.77,Premium,E,VS2,61.6,58,15278,7.78,7.71,4.77
1.01,Very Good,F,VS2,61.5,54,7370,6.45,6.5,3.98
0.71,Ideal,E,VS1,60.4,57,3464,5.75,5.81,3.49
1.01,Premium,F,SI2,61.3,60,4416,6.4,6.43,3.93
0.55,Ideal,D,SI1,61.3,56,1611,5.28,5.33,3.25
0.49,Premium,E,SI2,61.7,57,949,5.08,5.06,3.13
1.5,Premium,G,SI2,60.7,58,8316,7.39,7.33,4.47
0.32,Very Good,I,VS2,63.2,56,576,4.38,4.32,2.75
